Gene_id,Version,Gene_names,Uniprot_id,TF
Cre08.g358526,C. reinhardtii v5.6,AAA1,A8JID6,
Cre12.g493500,C. reinhardtii v5.6,SOX1,A0A2K3D1V7,
Cre13.g603750,C. reinhardtii v5.6,KCA1,A0A2K3D1B6,
Cre07.g324000,C. reinhardtii v5.6,Cre07.g324000,A0A2K3DJ82,
Cre06.g278154,C. reinhardtii v5.6,Cre06.g278154,A8J940,
Cre06.g267800,C. reinhardtii v5.6,MCP8,A0A2K3DN47,
Cre09.g386400,C. reinhardtii v5.6,FAP124,A8J1C1,
Cre10.g452950,C. reinhardtii v5.6,TRP1,Q0Z852,
Cre06.g278097,C. reinhardtii v5.6,Cre06.g278097,A8J980,
Cre16.g682900,C. reinhardtii v5.6,CLPR2,A8IS47,
Cre11.g469300,C. reinhardtii v5.6,Cre11.g469300,A0A2K3D877,
Cre11.g475950,C. reinhardtii v5.6,HLM16,A0A2K3D8C9,
Cre06.g300550,C. reinhardtii v5.6,Cre06.g300550,A0A2K3DQY7,
Cre10.g463200,C. reinhardtii v5.6,Cre10.g463200,A0A2K3DC13,
Cre02.g087600,C. reinhardtii v5.6,Cre02.g087600,A0A2K3E133,
Cre11.g478700,C. reinhardtii v5.6,FKB15-4,A8J740,
Cre10.g434850,C. reinhardtii v5.6,Cre10.g434850,A0A2K3DA39,
Cre10.g446550,C. reinhardtii v5.6,ATPVF,A8HZ87,
Cre16.g659350,C. reinhardtii v5.6,CYB1,A8J8L3,
Cre07.g322176,C. reinhardtii v5.6,Cre07.g322176,A0A2K3DJ39,
Cre06.g281400,C. reinhardtii v5.6,NAH1,A0A2K3DPN9,
Cre17.g707750,C. reinhardtii v5.6,Cre17.g707750,A8IRA1,
Cre05.g244000,C. reinhardtii v5.6,Cre05.g244000,A0A2K3DS97,
Cre12.g526800,C. reinhardtii v5.6,GND1,A8J5F7,
Cre01.g035750,C. reinhardtii v5.6,MSC3,A0A2K3E737,
Cre16.g675400,C. reinhardtii v5.6,Cre16.g675400,A0A2K3CVF7,
Cre18.g748747,C. reinhardtii v5.6,Cre18.g748747,A0A2K3CNH8,
Cre06.g302450,C. reinhardtii v5.6,Cre06.g302450,A0A2K3DR61,
Cre06.g275650,C. reinhardtii v5.6,RPN3,A8HVA6,
Cre02.g145600,C. reinhardtii v5.6,Cre02.g145600,A0A2K3E3R7,
Cre08.g368200,C. reinhardtii v5.6,Cre08.g368200,A0A2K3DH18,
Cre13.g588600,C. reinhardtii v5.6,KIN1-1,A0A2K3D0X3,
Cre04.g215600,C. reinhardtii v5.6,Cre04.g215600,A0A2K3DTR3,
Cre14.g631100,C. reinhardtii v5.6,SRR29,A0A2K3CYQ1,
Cre17.g727326,C. reinhardtii v5.6,Cre17.g727326,A0A2K3CQQ2,
Cre17.g725000,C. reinhardtii v5.6,Cre17.g725000,A0A2K3CQJ7,
Cre08.g375450,C. reinhardtii v5.6,Cre08.g375450,A0A2K3DHM8,
Cre11.g481000,C. reinhardtii v5.6,Cre11.g481000,A0A2K3D8P8,
Cre03.g176700,C. reinhardtii v5.6,CPL4,A0A2K3DXG4,
Cre14.g625600,C. reinhardtii v5.6,FHL10,A0A2K3CYA4,
Cre12.g534650,C. reinhardtii v5.6,Cre12.g534650,A0A2K3D520,
Cre01.g010550,C. reinhardtii v5.6,HLD2,A0A2K3E5E2,
Cre12.g513200,C. reinhardtii v5.6,PGH1,A8JH98,
Cre09.g396450,C. reinhardtii v5.6,APT3,A0A2K3DD51,
Cre10.g459700,C. reinhardtii v5.6,Cre10.g459700,A0A2K3DBS6,
Cre16.g670300,C. reinhardtii v5.6,Cre16.g670300,A0A2K3CUA0,
Cre03.g160400,C. reinhardtii v5.6,SAC1,A0A2K3DWD3,
Cre13.g568500,C. reinhardtii v5.6,Cre13.g568500,A0A2K3CZH3,
Cre01.g055550,C. reinhardtii v5.6,COX11,A8JCS0,
Cre16.g660000,C. reinhardtii v5.6,CPLD63,A0A2K3CTG2,
Cre02.g108100,C. reinhardtii v5.6,Cre02.g108100,A0A2K3E2Q6,
Cre09.g394658,C. reinhardtii v5.6,LCI28,A0A2K3DEH4,
Cre13.g588100,C. reinhardtii v5.6,CYN19-3,A8HUU9,
Cre13.g572900,C. reinhardtii v5.6,THO3,A0A2K3CZT0,
Cre01.g018800,C. reinhardtii v5.6,ATP6,Q8RVB8,
Cre09.g407650,C. reinhardtii v5.6,Cre09.g407650,A0A2K3DFE0,
Cre01.g006150,C. reinhardtii v5.6,EFG9,A0A2K3E517,
Cre10.g458650,C. reinhardtii v5.6,Cre10.g458650,A0A2K3DBR0,
Cre01.g001600,C. reinhardtii v5.6,Cre01.g001600,A0A2K3E4P6,
Cre09.g405050,C. reinhardtii v5.6,ATPVD2,A0A2K3DCJ3,
Cre13.g564100,C. reinhardtii v5.6,PTK2,A0A2K3CZ57,
Cre16.g680850,C. reinhardtii v5.6,MDA1,A0A2K3CV32,
Cre07.g341850,C. reinhardtii v5.6,INFB,A0A2K3DKN2,
Cre03.g176000,C. reinhardtii v5.6,Cre03.g176000,A8IDZ4,
Cre07.g335350,C. reinhardtii v5.6,Cre07.g335350,A0A2K3DK71,
Cre14.g620300,C. reinhardtii v5.6,ASB1,A8HP28,
Cre16.g679600,C. reinhardtii v5.6,Cre16.g679600,A0A2K3CV63,
Cre06.g284050,C. reinhardtii v5.6,TAF1,A8J266,
Cre12.g525650,C. reinhardtii v5.6,SUFS1,A0A2K3D4F5,
Cre04.g212300,C. reinhardtii v5.6,Cre04.g212300,A0A2K3DTX8,
Cre02.g108250,C. reinhardtii v5.6,Cre02.g108250,A0A2K3E2T3,
Cre03.g211073,C. reinhardtii v5.6,Cre03.g211073,A0A2K3DZX3,
Cre01.g016850,C. reinhardtii v5.6,Cre01.g016850,A8HPM7,
Cre17.g705350,C. reinhardtii v5.6,CDPKK2,A0A2K3CP73,
Cre10.g418950,C. reinhardtii v5.6,KIN10-2,Q7X931,
Cre13.g568600,C. reinhardtii v5.6,Cre13.g568600,A0A2K3CZL2,
Cre17.g725250,C. reinhardtii v5.6,Cre17.g725250,A0A2K3CQK8,
Cre06.g306300,C. reinhardtii v5.6,CHLI1,A8IMZ5,
Cre02.g095081,C. reinhardtii v5.6,Cre02.g095081,A0A2K3E1P0,
Cre08.g385800,C. reinhardtii v5.6,Cre08.g385800,A0A2K3DIE6,
Cre06.g295400,C. reinhardtii v5.6,MCP11,A0A2K3DQJ3,
Cre12.g508150,C. reinhardtii v5.6,Cre12.g508150,Q4JLR9,
Cre01.g037000,C. reinhardtii v5.6,SCPL49,A0A2K3E739,
Cre03.g144947,C. reinhardtii v5.6,Cre03.g144947,A0A2K3DV62,
Cre02.g089350,C. reinhardtii v5.6,Cre02.g089350,A0A2K3E147,
Cre16.g687800,C. reinhardtii v5.6,PTK22,A0A2K3CUL1,
Cre02.g095104,C. reinhardtii v5.6,Cre02.g095104,A0A2K3E1Q1,
Cre10.g466250,C. reinhardtii v5.6,PRP20,A0A2K3DCA0,
Cre01.g047550,C. reinhardtii v5.6,RAB6,A8HN42,
Cre07.g316000,C. reinhardtii v5.6,Cre07.g316000,A8I6D1,
Cre02.g095098,C. reinhardtii v5.6,Cre02.g095098,A0A2K3E1Q5,
Cre11.g479950,C. reinhardtii v5.6,CGL7,A0A2K3D8L6,
Cre04.g232202,C. reinhardtii v5.6,Cre04.g232202,A0A2K3DV10,
Cre12.g535950,C. reinhardtii v5.6,NUOS1,A8IVJ7,
Cre02.g103200,C. reinhardtii v5.6,Cre02.g103200,A0A2K3E2G0,
Cre03.g202350,C. reinhardtii v5.6,Cre03.g202350,A0A2K3DZ97,
Cre07.g357200,C. reinhardtii v5.6,UGD1,A2PZC3,
Cre10.g433100,C. reinhardtii v5.6,Cre10.g433100,A0A2K3DA02,
Cre09.g398104,C. reinhardtii v5.6,Cre09.g398104,A0A2K3DES7,
Cre07.g353400,C. reinhardtii v5.6,Cre07.g353400,A0A2K3DLF3,
Cre10.g454025,C. reinhardtii v5.6,Cre10.g454025,A0A2K3DBE1,
Cre12.g521350,C. reinhardtii v5.6,SLY1,A8J5W3,
Cre17.g709400,C. reinhardtii v5.6,Cre17.g709400,A0A2K3CPI2,
Cre05.g236050,C. reinhardtii v5.6,Cre05.g236050,A0A2K3DSS4,
Cre01.g052000,C. reinhardtii v5.6,Cre01.g052000,A0A2K3E861,
Cre11.g467400,C. reinhardtii v5.6,Cre11.g467400,A0A2K3D818,
Cre10.g441450,C. reinhardtii v5.6,Cre10.g441450,A0A2K3DAJ4,
Cre06.g284300,C. reinhardtii v5.6,Cre06.g284300,A0A2K3DPZ9,
Cre07.g317150,C. reinhardtii v5.6,MKP7,A0A2K3DIS4,
Cre10.g421079,C. reinhardtii v5.6,Cre10.g421079,A0A2K3D967,
Cre01.g029300,C. reinhardtii v5.6,TPIC1,Q5S7Y5,
Cre06.g273413,C. reinhardtii v5.6,Cre06.g273413,A0A2K3DNJ8,
Cre09.g412350,C. reinhardtii v5.6,Cre09.g412350,A0A2K3DFQ9,
Cre09.g413500,C. reinhardtii v5.6,Cre09.g413500,A0A2K3DFT4,
Cre06.g309000,C. reinhardtii v5.6,LCIA,Q75NZ3,
Cre05.g234850,C. reinhardtii v5.6,Cre05.g234850,A0A2K3DSQ8,
Cre04.g217950,C. reinhardtii v5.6,Cre04.g217950,A0A2K3DU11,
Cre07.g336850,C. reinhardtii v5.6,Cre07.g336850,A0A2K3DK97,
Cre12.g530350,C. reinhardtii v5.6,IRT2,A0A2K3D4S0,
Cre08.g377750,C. reinhardtii v5.6,Cre08.g377750,A0A2K3DHU1,
Cre12.g536600,C. reinhardtii v5.6,FAP78,A0A2K3D574,
Cre01.g007200,C. reinhardtii v5.6,Cre01.g007200,A0A2K3E564,
Cre13.g574500,C. reinhardtii v5.6,FER2,A8WCT5,
Cre11.g476650,C. reinhardtii v5.6,PUL1,A0A2K3D8D2,
Cre10.g464550,C. reinhardtii v5.6,LAT1,A0A2K3DC55,
Cre13.g605368,C. reinhardtii v5.6,Cre13.g605368,A0A2K3D1H1,
Cre12.g497750,C. reinhardtii v5.6,Cre12.g497750,A8JGL2,
Cre16.g656150,C. reinhardtii v5.6,Cre16.g656150,A0A2K3CT74,
Cre03.g191250,C. reinhardtii v5.6,LCI34,A0A2K3DYB3,
Cre02.g143800,C. reinhardtii v5.6,Cre02.g143800,A0A2K3E443,
Cre16.g662350,C. reinhardtii v5.6,Cre16.g662350,A0A2K3CTM0,
Cre02.g145100,C. reinhardtii v5.6,FAP39,A0A2K3E3U6,
Cre12.g517950,C. reinhardtii v5.6,Cre12.g517950,A0A2K3D3V6,
Cre03.g167200,C. reinhardtii v5.6,Cre03.g167200,A0A2K3DWT4,
Cre12.g506650,C. reinhardtii v5.6,Cre12.g506650,A0A2K3D2W4,
Cre02.g079600,C. reinhardtii v5.6,TSF2,A0A2K3E0H7,
Cre06.g261026,C. reinhardtii v5.6,Cre06.g261026,A0A2K3DMN8,
Cre16.g656250,C. reinhardtii v5.6,SMP12,A8J8G5,
Cre11.g476200,C. reinhardtii v5.6,Cre11.g476200,A0A2K3D8C6,C3H
Cre07.g345900,C. reinhardtii v5.6,DCL3,A0A2K3DKX2,
Cre06.g281350,C. reinhardtii v5.6,LON1,A0A2K3DPT0,
Cre07.g318450,C. reinhardtii v5.6,SEC61B,A0A2K3DIV5,
Cre06.g294700,C. reinhardtii v5.6,Cre06.g294700,A0A2K3DQN2,
Cre11.g467767,C. reinhardtii v5.6,NUO13,Q6UP31,
Cre11.g468356,C. reinhardtii v5.6,Cre11.g468356,A0A2K3D847,
Cre06.g278101,C. reinhardtii v5.6,Cre06.g278101,A8J977,
Cre14.g610950,C. reinhardtii v5.6,PBD1,A8JAI8,
Cre06.g308950,C. reinhardtii v5.6,Cre06.g308950,A0A2K3DRI8,
Cre17.g709350,C. reinhardtii v5.6,SYP5,A8IR64,
Cre02.g145500,C. reinhardtii v5.6,PTK24,A8J0W2,
Cre02.g097650,C. reinhardtii v5.6,RPN6,A8I274,
Cre06.g278221,C. reinhardtii v5.6,Cre06.g278221,A0A2K3DP79,
Cre16.g662000,C. reinhardtii v5.6,HEL62,A0A2K3CTL9,
Cre12.g528050,C. reinhardtii v5.6,Cre12.g528050,A0A2K3D4L2,
Cre06.g302850,C. reinhardtii v5.6,Cre06.g302850,A0A2K3DR72,
Cre09.g413150,C. reinhardtii v5.6,Cre09.g413150,A0A2K3DFS5,
Cre30.g758247,C. reinhardtii v5.6,Cre30.g758247,A0A2K3CMZ6,
Cre17.g705000,C. reinhardtii v5.6,FAP223,A8IPQ9,
Cre03.g168450,C. reinhardtii v5.6,CCT8,A8IF08,
Cre13.g569250,C. reinhardtii v5.6,CGLD9,A0A2K3CZI4,
Cre09.g396139,C. reinhardtii v5.6,Cre09.g396139,A0A2K3DEK9,
Cre13.g581350,C. reinhardtii v5.6,Cre13.g581350,A0A2K3D0E0,
Cre16.g676533,C. reinhardtii v5.6,Cre16.g676533,A0A2K3CVU5,
Cre11.g479500,C. reinhardtii v5.6,PRPL4,Q84U22,
Cre05.g234660,C. reinhardtii v5.6,Cre05.g234660,A0A2K3DSS5,
Cre06.g280300,C. reinhardtii v5.6,Cre06.g280300,A0A2K3DPK5,
Cre02.g080900,C. reinhardtii v5.6,PRX4,A8I7V2,
Cre24.g755447,C. reinhardtii v5.6,Cre24.g755447,A0A2K3CN43,
Cre07.g328850,C. reinhardtii v5.6,CNK8,A8IHF8,
Cre13.g571300,C. reinhardtii v5.6,Cre13.g571300,A0A2K3CZS3,
Cre13.g576400,C. reinhardtii v5.6,Cre13.g576400,A8HT91,
Cre12.g529500,C. reinhardtii v5.6,Cre12.g529500,A0A2K3D4Q6,
Cre08.g380000,C. reinhardtii v5.6,UMM7,A0A2K3DHZ2,
Cre03.g153150,C. reinhardtii v5.6,Cre03.g153150,A0A2K3DVV1,
Cre03.g178650,C. reinhardtii v5.6,MCM6,A0A2K3DXM2,
Cre16.g694201,C. reinhardtii v5.6,Cre16.g694201,A0A2K3CSE4,
Cre16.g690431,C. reinhardtii v5.6,Cre16.g690431,A8JAG1,
Cre06.g288700,C. reinhardtii v5.6,GYD1,A8J2E9,
Cre10.g439550,C. reinhardtii v5.6,Cre10.g439550,A0A2K3DAE8,
Cre01.g052550,C. reinhardtii v5.6,Cre01.g052550,A0A2K3E858,
Cre07.g349300,C. reinhardtii v5.6,HEL41,A0A2K3DL63,
Cre03.g144987,C. reinhardtii v5.6,Cre03.g144987,A0A2K3DV96,
Cre04.g228900,C. reinhardtii v5.6,Cre04.g228900,A0A2K3DUT1,
Cre16.g649000,C. reinhardtii v5.6,Cre16.g649000,A0A2K3CSP3,
Cre12.g507800,C. reinhardtii v5.6,Cre12.g507800,A0A2K3D2S3,
Cre09.g400050,C. reinhardtii v5.6,Cre09.g400050,A0A2K3DCX4,
Cre13.g568850,C. reinhardtii v5.6,ISU1,Q944M9,
Cre02.g087551,C. reinhardtii v5.6,Cre02.g087551,A0A2K3E109,
Cre14.g616850,C. reinhardtii v5.6,Cre14.g616850,A0A2K3CXR6,
Cre17.g720450,C. reinhardtii v5.6,Cre17.g720450,A0A2K3CQA7,
Cre12.g538850,C. reinhardtii v5.6,Cre12.g538850,A0A2K3D5B9,
Cre17.g717350,C. reinhardtii v5.6,TRI1,A0A2K3CQ21,
Cre02.g119700,C. reinhardtii v5.6,Cre02.g119700,A0A2K3E3L8,
Cre13.g574850,C. reinhardtii v5.6,ERM6,A0A2K3CZX5,
Cre11.g467668,C. reinhardtii v5.6,NUOB22,Q6UKY8,
Cre02.g082350,C. reinhardtii v5.6,CUTA1,A8I832,
Cre14.g627300,C. reinhardtii v5.6,Cre14.g627300,A0A2K3CYE4,
Cre15.g639100,C. reinhardtii v5.6,FAP195,A0A2K3CWR1,
Cre06.g298350,C. reinhardtii v5.6,FAP224,A8IP37,
Cre09.g397882,C. reinhardtii v5.6,Cre09.g397882,A0A2K3DEQ9,
Cre03.g174200,C. reinhardtii v5.6,Cre03.g174200,A0A2K3DX97,
Cre16.g685900,C. reinhardtii v5.6,PRMT3,A0A2K3CUR3,
Cre06.g284900,C. reinhardtii v5.6,CYN20-1,A8J282,
Cre07.g337300,C. reinhardtii v5.6,STD1,A0A2K3DKA8,
Cre08.g358575,C. reinhardtii v5.6,Cre08.g358575,A0A2K3DGB6,
Cre06.g280850,C. reinhardtii v5.6,PBG1,A8J212,
Cre16.g653850,C. reinhardtii v5.6,Cre16.g653850,A0A2K3CT09,
Cre07.g333100,C. reinhardtii v5.6,Cre07.g333100,A8IGP0,
Cre03.g145967,C. reinhardtii v5.6,Cre03.g145967,A0A2K3DVD7,
Cre09.g402552,C. reinhardtii v5.6,NUO11,Q84K56,
Cre02.g086800,C. reinhardtii v5.6,Cre02.g086800,A0A2K3E105,
Cre06.g287650,C. reinhardtii v5.6,Cre06.g287650,A0A2K3DQ27,
Cre15.g636400,C. reinhardtii v5.6,Cre15.g636400,A0A2K3CWI3,
Cre03.g144011,C. reinhardtii v5.6,Cre03.g144011,A0A2K3DV17,
Cre02.g118650,C. reinhardtii v5.6,PHC47,A0A2K3E3H8,
Cre03.g199647,C. reinhardtii v5.6,Cre03.g199647,A0A2K3DZM1,
Cre03.g203050,C. reinhardtii v5.6,Cre03.g203050,A0A2K3DZ91,
Cre09.g416150,C. reinhardtii v5.6,ASA7,Q6QAY3,
Cre02.g143487,C. reinhardtii v5.6,Cre02.g143487,A0A2K3E4K3,
Cre02.g103500,C. reinhardtii v5.6,Cre02.g103500,A8I4H7,
Cre14.g610050,C. reinhardtii v5.6,Cre14.g610050,A0A2K3CX59,
Cre12.g548100,C. reinhardtii v5.6,UBC7,A0A2K3D6D9,
Cre08.g373583,C. reinhardtii v5.6,ALB3.4,A0A2K3DHI0,
Cre01.g040450,C. reinhardtii v5.6,HDT1,A8HMI1,
Cre10.g435200,C. reinhardtii v5.6,Cre10.g435200,A8IGN3,
Cre11.g475500,C. reinhardtii v5.6,Cre11.g475500,A0A2K3D8A9,
Cre11.g481500,C. reinhardtii v5.6,HIS7,A0A2K3D8R8,
Cre15.g641100,C. reinhardtii v5.6,Cre15.g641100,A0A2K3CWU5,
Cre06.g260100,C. reinhardtii v5.6,Cre06.g260100,A0A2K3DML1,
Cre10.g439150,C. reinhardtii v5.6,RPT5,A8IIP7,
Cre07.g323850,C. reinhardtii v5.6,Cre07.g323850,A0A2K3DJ84,
Cre03.g144284,C. reinhardtii v5.6,CGL110,A0A2K3DV49,
Cre05.g236650,C. reinhardtii v5.6,CYG63,A0A2K3DSV6,
Cre03.g183250,C. reinhardtii v5.6,Cre03.g183250,A0A2K3DXW5,
Cre10.g420700,C. reinhardtii v5.6,ATP15,A8ICT4,
Cre05.g246000,C. reinhardtii v5.6,Cre05.g246000,A0A2K3DS57,
Cre01.g002050,C. reinhardtii v5.6,APT1,A0A2K3E4V9,
Cre02.g082100,C. reinhardtii v5.6,Cre02.g082100,A0A2K3E0L5,
Cre13.g586600,C. reinhardtii v5.6,Cre13.g586600,A0A2K3D0R1,
Cre03.g178300,C. reinhardtii v5.6,Cre03.g178300,A8IDN7,
Cre06.g258100,C. reinhardtii v5.6,Cre06.g258100,A0A2K3DMH8,
Cre13.g579100,C. reinhardtii v5.6,APC1,A0A2K3D074,
Cre07.g331550,C. reinhardtii v5.6,PST1,A8IH03,
Cre17.g706900,C. reinhardtii v5.6,CNG3,A0A2K3CPD1,
Cre06.g278300,C. reinhardtii v5.6,Cre06.g278300,A0A2K3DPF9,
Cre10.g422250,C. reinhardtii v5.6,Cre10.g422250,A0A2K3D998,
Cre17.g735500,C. reinhardtii v5.6,Cre17.g735500,A0A2K3CRD2,
Cre09.g396300,C. reinhardtii v5.6,PPX1,Q9ZTA7,
Cre02.g111050,C. reinhardtii v5.6,AMT7,Q6QBS6,
Cre11.g479700,C. reinhardtii v5.6,DFO1,A0A2K3D8M0,
Cre13.g588501,C. reinhardtii v5.6,Cre13.g588501,A0A2K3D0X9,
Cre02.g117200,C. reinhardtii v5.6,Cre02.g117200,A0A2K3E3G4,
Cre02.g144800,C. reinhardtii v5.6,LCI8,A8J0U5,
Cre12.g544109,C. reinhardtii v5.6,Cre12.g544109,A0A2K3D6P7,
Cre06.g311000,C. reinhardtii v5.6,FBT2,A0A2K3DRN9,
Cre12.g526850,C. reinhardtii v5.6,HEL56,A0A2K3D4J1,
Cre05.g243000,C. reinhardtii v5.6,Cre05.g243000,A0A2K3DSF4,ARR-B
Cre16.g676197,C. reinhardtii v5.6,RPN1,A0A2K3CVU3,
Cre01.g050300,C. reinhardtii v5.6,Cre01.g050300,A0A2K3E801,
Cre07.g325711,C. reinhardtii v5.6,Cre07.g325711,A0A2K3DJC6,
Cre02.g142166,C. reinhardtii v5.6,Cre02.g142166,A0A2K3E4J2,
Cre10.g454450,C. reinhardtii v5.6,Cre10.g454450,A0A2K3DBF3,
Cre06.g251716,C. reinhardtii v5.6,Cre06.g251716,A0A2K3DM24,
Cre16.g653550,C. reinhardtii v5.6,Cre16.g653550,A0A2K3CT07,
Cre10.g422500,C. reinhardtii v5.6,Cre10.g422500,A0A2K3D997,
Cre06.g278157,C. reinhardtii v5.6,Cre06.g278157,A0A2K3DNZ9,
Cre03.g205550,C. reinhardtii v5.6,Cre03.g205550,A0A2K3DZ30,
Cre06.g278137,C. reinhardtii v5.6,Cre06.g278137,A0A2K3DNZ4,
Cre06.g269650,C. reinhardtii v5.6,Cre06.g269650,A8HW77,
Cre03.g171000,C. reinhardtii v5.6,Cre03.g171000,A0A2K3DX31,
Cre02.g146000,C. reinhardtii v5.6,Cre02.g146000,A0A2K3E3S7,
Cre12.g525700,C. reinhardtii v5.6,HCS1,A8J5J2,
Cre12.g552402,C. reinhardtii v5.6,Cre12.g552402,A0A2K3D740,
Cre09.g406983,C. reinhardtii v5.6,Cre09.g406983,A0A2K3DFC4,
Cre06.g258850,C. reinhardtii v5.6,EZY7,A8HXS7,
Cre01.g041450,C. reinhardtii v5.6,Cre01.g041450,A0A2K3E7E2,
Cre12.g538000,C. reinhardtii v5.6,EZY5,A0A2K3D5A8,
Cre10.g461319,C. reinhardtii v5.6,Cre10.g461319,A0A2K3DBW8,
Cre11.g467543,C. reinhardtii v5.6,Cre11.g467543,A0A2K3D778,
Cre09.g388801,C. reinhardtii v5.6,Cre09.g388801,A0A2K3DDY5,
Cre14.g628237,C. reinhardtii v5.6,Cre14.g628237,A0A2K3CYH3,
Cre12.g491600,C. reinhardtii v5.6,PTB1,Q8LP68,
Cre12.g549700,C. reinhardtii v5.6,Cre12.g549700,A0A2K3D694,
Cre07.g325719,C. reinhardtii v5.6,Cre07.g325719,A0A2K3DJD7,
Cre02.g146250,C. reinhardtii v5.6,NFS1,A0A2K3E3W0,
Cre16.g691550,C. reinhardtii v5.6,Cre16.g691550,A0A2K3CSJ8,
Cre17.g715653,C. reinhardtii v5.6,Cre17.g715653,A0A2K3CPW6,
Cre07.g339150,C. reinhardtii v5.6,CPN60B2,A8ITH8,
Cre17.g729150,C. reinhardtii v5.6,Cre17.g729150,A0A2K3CQV3,
Cre02.g075350,C. reinhardtii v5.6,CNK1,A0A2K3E048,
Cre14.g629650,C. reinhardtii v5.6,NIK1,A0A2K3CYK5,
Cre16.g676550,C. reinhardtii v5.6,Cre16.g676550,A0A2K3CVC7,
Cre24.g756047,C. reinhardtii v5.6,Cre24.g756047,A0A2K3CN52,
Cre02.g082300,C. reinhardtii v5.6,SUR6,A0A2K3E0K0,
Cre12.g520750,C. reinhardtii v5.6,Cre12.g520750,A8J5Y1,
Cre03.g187400,C. reinhardtii v5.6,Cre03.g187400,A0A2K3DY59,
Cre06.g266950,C. reinhardtii v5.6,Cre06.g266950,A0A2K3DN21,GATA
Cre08.g377300,C. reinhardtii v5.6,Cre08.g377300,A0A2K3DHT1,
Cre12.g548577,C. reinhardtii v5.6,Cre12.g548577,A0A2K3D730,
Cre06.g278190,C. reinhardtii v5.6,Cre06.g278190,A0A2K3DP45,
Cre15.g639350,C. reinhardtii v5.6,Cre15.g639350,A0A2K3CWQ1,MYB_related
Cre07.g356400,C. reinhardtii v5.6,POC7,A8JFW5,
Cre06.g250902,C. reinhardtii v5.6,METH,A0A2K3DLZ7,
Cre06.g257500,C. reinhardtii v5.6,FTT2,Q7X7A7,
Cre04.g213250,C. reinhardtii v5.6,Cre04.g213250,A0A2K3DTW7,
Cre02.g112650,C. reinhardtii v5.6,Cre02.g112650,A0A2K3E357,
Cre01.g023800,C. reinhardtii v5.6,Cre01.g023800,A0A2K3E683,
Cre10.g439950,C. reinhardtii v5.6,Cre10.g439950,A0A2K3DAG3,
Cre05.g232750,C. reinhardtii v5.6,CNK4,Q6UPR2,
Cre06.g266150,C. reinhardtii v5.6,Cre06.g266150,A8HWQ9,
Cre13.g603400,C. reinhardtii v5.6,Cre13.g603400,A0A2K3D181,
Cre10.g428966,C. reinhardtii v5.6,Cre10.g428966,A0A2K3D9Q3,
Cre10.g435550,C. reinhardtii v5.6,DOH1,A8IGJ8,
Cre09.g409200,C. reinhardtii v5.6,Cre09.g409200,A0A2K3DFH0,
Cre16.g692228,C. reinhardtii v5.6,Cre16.g692228,A0A2K3CWB7,
Cre10.g422900,C. reinhardtii v5.6,Cre10.g422900,A0A2K3D9A9,
Cre03.g159150,C. reinhardtii v5.6,Cre03.g159150,A0A2K3DW93,
Cre04.g231222,C. reinhardtii v5.6,CPN60A,A0A2K3DUZ4,
Cre02.g145450,C. reinhardtii v5.6,Cre02.g145450,A0A2K3E3T7,
Cre03.g196850,C. reinhardtii v5.6,Cre03.g196850,A0A2K3DYQ4,
Cre02.g117900,C. reinhardtii v5.6,HEL11,A0A2K3E3F4,
Cre13.g581900,C. reinhardtii v5.6,Cre13.g581900,A0A2K3D0F0,
Cre16.g684450,C. reinhardtii v5.6,Cre16.g684450,A0A2K3CUT9,
Cre02.g079700,C. reinhardtii v5.6,PYR2,A0A2K3E0J4,
Cre06.g278350,C. reinhardtii v5.6,AGD1,A8J1W1,
Cre16.g673700,C. reinhardtii v5.6,Cre16.g673700,A0A2K3CVJ5,
Cre06.g295450,C. reinhardtii v5.6,HPR1,A8IPI7,
Cre02.g120250,C. reinhardtii v5.6,STT7,A0A2K3E3K4,
Cre09.g416900,C. reinhardtii v5.6,Cre09.g416900,A0A2K3DG20,
Cre07.g322900,C. reinhardtii v5.6,Cre07.g322900,A0A2K3DJ66,
Cre09.g394400,C. reinhardtii v5.6,Cre09.g394400,A0A2K3DDA1,
Cre14.g619133,C. reinhardtii v5.6,Cre14.g619133,A8HP06,
Cre08.g366150,C. reinhardtii v5.6,ATG16,A0A2K3DGW4,
Cre04.g228650,C. reinhardtii v5.6,Cre04.g228650,A0A2K3DUU4,
Cre14.g617600,C. reinhardtii v5.6,DEG9,A8HNV3,
Cre17.g702900,C. reinhardtii v5.6,Cre17.g702900,A0A2K3CP17,
Cre09.g387801,C. reinhardtii v5.6,Cre09.g387801,A0A2K3DDV6,
Cre06.g304350,C. reinhardtii v5.6,COX12,A8IN92,
Cre01.g042200,C. reinhardtii v5.6,Cre01.g042200,A8HMM7,
Cre07.g333450,C. reinhardtii v5.6,Cre07.g333450,A8JIV0,
Cre11.g467688,C. reinhardtii v5.6,Cre11.g467688,A0A2K3D7P3,
Cre03.g171050,C. reinhardtii v5.6,GHL1,A0A2K3DX29,
Cre13.g569500,C. reinhardtii v5.6,Cre13.g569500,A0A2K3CZK2,
Cre12.g491000,C. reinhardtii v5.6,Cre12.g491000,A0A2K3D228,
Cre09.g397100,C. reinhardtii v5.6,Cre09.g397100,A0A2K3DD48,
Cre02.g097250,C. reinhardtii v5.6,Cre02.g097250,A0A2K3E212,
Cre09.g392467,C. reinhardtii v5.6,ATX1,Q9FYV4,
