Gene_id,Version,Gene_names,Uniprot_id,TF
Cre14.g630835,C. reinhardtii v5.6,Cre14.g630835,A0A2K3CYQ0,
Cre07.g347980,C. reinhardtii v5.6,Cre07.g347980,A0A2K3DL35,
Cre03.g145647,C. reinhardtii v5.6,Cre03.g145647,A0A2K3DVC5,
Cre09.g407700,C. reinhardtii v5.6,CEP1,A0A2K3DFE4,
Cre02.g095077,C. reinhardtii v5.6,Cre02.g095077,A0A2K3E1J3,
Cre03.g179800,C. reinhardtii v5.6,LCI24,A8IDH9,
Cre07.g329861,C. reinhardtii v5.6,Cre07.g329861,A0A2K3DJT7,
Cre01.g004800,C. reinhardtii v5.6,Cre01.g004800,A0A2K3E4Z0,
Cre14.g632950,C. reinhardtii v5.6,NOT1,A0A2K3CYY3,
Cre08.g360200,C. reinhardtii v5.6,DUR3A,A0A2K3DGH3,
Cre12.g484050,C. reinhardtii v5.6,RPL36,A8JHU2,
Cre03.g153450,C. reinhardtii v5.6,Cre03.g153450,A8J7P4,
Cre11.g468400,C. reinhardtii v5.6,Cre11.g468400,A0A2K3D857,
Cre13.g588700,C. reinhardtii v5.6,Cre13.g588700,A8HUZ6,
Cre09.g388850,C. reinhardtii v5.6,FAP329,A0A2K3DDM4,
Cre17.g723800,C. reinhardtii v5.6,Cre17.g723800,A0A2K3CQH1,
Cre10.g435400,C. reinhardtii v5.6,Cre10.g435400,A0A2K3DA55,
Cre02.g080700,C. reinhardtii v5.6,BIP1,A8I7T8,
Cre11.g476550,C. reinhardtii v5.6,ADH11,A8J6Y3,
Cre05.g239450,C. reinhardtii v5.6,Cre05.g239450,A0A2K3DT23,
Cre07.g325760,C. reinhardtii v5.6,MAW10,A0A2K3DJI0,
Cre12.g488000,C. reinhardtii v5.6,FFT4,A0A2K3D2A1,
Cre11.g467700,C. reinhardtii v5.6,UROD1,A8JC21,
Cre16.g682000,C. reinhardtii v5.6,Cre16.g682000,A8IS16,
Cre03.g146287,C. reinhardtii v5.6,Cre03.g146287,A0A2K3DVF0,
Cre06.g278107,C. reinhardtii v5.6,Cre06.g278107,A0A2K3DNU8,
Cre16.g676350,C. reinhardtii v5.6,Cre16.g676350,A0A2K3CVD3,
Cre09.g408350,C. reinhardtii v5.6,Cre09.g408350,A0A2K3DFG4,
Cre02.g086300,C. reinhardtii v5.6,Cre02.g086300,A0A2K3E0X8,
Cre15.g639550,C. reinhardtii v5.6,Cre15.g639550,A0A2K3CWP1,
Cre04.g224100,C. reinhardtii v5.6,URN2,A0A2K3DUF4,
Cre11.g467605,C. reinhardtii v5.6,Cre11.g467605,A0A2K3D7E7,
Cre03.g207750,C. reinhardtii v5.6,Cre03.g207750,A0A2K3DYX1,
Cre17.g725150,C. reinhardtii v5.6,Cre17.g725150,A0A2K3CQJ6,
Cre17.g717850,C. reinhardtii v5.6,PHC8,A0A2K3CQ34,
Cre09.g410750,C. reinhardtii v5.6,NII1,A8J4P1,
Cre12.g498850,C. reinhardtii v5.6,CEP12,A0A2K3D3E5,
Cre05.g237950,C. reinhardtii v5.6,Cre05.g237950,A0A2K3DSY4,
Cre09.g394473,C. reinhardtii v5.6,LCI9,A8J0B1,
Cre06.g309951,C. reinhardtii v5.6,Cre06.g309951,A0A2K3DRP3,
Cre01.g012450,C. reinhardtii v5.6,Cre01.g012450,A0A2K3E5J0,
Cre17.g746547,C. reinhardtii v5.6,Cre17.g746547,A0A2K3CS56,bZIP
Cre06.g278239,C. reinhardtii v5.6,SRS7,A8J8W6,
Cre08.g377550,C. reinhardtii v5.6,Cre08.g377550,A8IZB3,
Cre01.g010832,C. reinhardtii v5.6,Cre01.g010832,A0A2K3E5G0,
Cre01.g038850,C. reinhardtii v5.6,Cre01.g038850,A0A2K3E781,
Cre02.g111550,C. reinhardtii v5.6,Cre02.g111550,A0A2K3E331,
Cre01.g000650,C. reinhardtii v5.6,AMX2,A0A2K3E4N6,
Cre12.g493250,C. reinhardtii v5.6,FAP358,A8JDQ7,
Cre07.g352800,C. reinhardtii v5.6,Cre07.g352800,A0A2K3DLH3,
Cre10.g447800,C. reinhardtii v5.6,Cre10.g447800,A0A2K3DAY9,
Cre04.g232502,C. reinhardtii v5.6,Cre04.g232502,A0A2K3DV26,
Cre02.g099550,C. reinhardtii v5.6,Cre02.g099550,A0A2K3E252,
Cre10.g427700,C. reinhardtii v5.6,HEL47,A0A2K3D9L7,
Cre03.g185250,C. reinhardtii v5.6,SSS2,A0A2K3DXZ8,
Cre02.g118100,C. reinhardtii v5.6,Cre02.g118100,A0A2K3E3G5,
Cre01.g066552,C. reinhardtii v5.6,Cre01.g066552,Q84XR8,
Cre09.g405450,C. reinhardtii v5.6,Cre09.g405450,A8J815,
Cre09.g415550,C. reinhardtii v5.6,ASA2,A8J4Z4,
Cre10.g419250,C. reinhardtii v5.6,Cre10.g419250,A0A2K3D923,
Cre12.g494550,C. reinhardtii v5.6,RNP10,A0A2K3D1S7,
Cre07.g342552,C. reinhardtii v5.6,Cre07.g342552,A0A2K3DKL1,
Cre12.g527000,C. reinhardtii v5.6,Cre12.g527000,A0A2K3D4J5,
Cre02.g081350,C. reinhardtii v5.6,Cre02.g081350,A0A2K3E0K5,
Cre03.g197100,C. reinhardtii v5.6,Cre03.g197100,A0A2K3DYQ3,MYB
Cre05.g241636,C. reinhardtii v5.6,Cre05.g241636,A0A2K3DSI0,bHLH
Cre14.g629500,C. reinhardtii v5.6,Cre14.g629500,A0A2K3CYL1,
Cre14.g634279,C. reinhardtii v5.6,Cre14.g634279,A0A2K3CYZ3,
Cre14.g628600,C. reinhardtii v5.6,Cre14.g628600,A0A2K3CYI6,
Cre09.g393543,C. reinhardtii v5.6,HCP2,A8J091,
Cre16.g682350,C. reinhardtii v5.6,Cre16.g682350,A0A2K3CUZ4,
Cre10.g445050,C. reinhardtii v5.6,SLT3,A0A2K3DAS0,
Cre08.g378800,C. reinhardtii v5.6,Cre08.g378800,A0A2K3DHW3,GATA
Cre01.g018650,C. reinhardtii v5.6,Cre01.g018650,A0A2K3E637,
Cre01.g044100,C. reinhardtii v5.6,AMB3,A0A2K3E7L7,
Cre11.g477550,C. reinhardtii v5.6,Cre11.g477550,A8J717,
Cre09.g391900,C. reinhardtii v5.6,TRXH2,A8IZR5,
Cre13.g590850,C. reinhardtii v5.6,Cre13.g590850,A0A2K3D131,
Cre09.g397549,C. reinhardtii v5.6,Cre09.g397549,A0A2K3DEQ6,
Cre17.g721700,C. reinhardtii v5.6,CPLD44,A8J6G0,
Cre17.g721500,C. reinhardtii v5.6,STA2,A0A2K3CQC6,
Cre01.g020918,C. reinhardtii v5.6,PREP1,A0A2K3E651,
Cre01.g031650,C. reinhardtii v5.6,CGLD12,A0A2K3E6T6,
Cre12.g483500,C. reinhardtii v5.6,Cre12.g483500,A0A2K3D1L1,
Cre12.g535851,C. reinhardtii v5.6,RPL8,A0A2K3D552,
Cre05.g245950,C. reinhardtii v5.6,DRP1,A0A2K3DS62,
Cre09.g390300,C. reinhardtii v5.6,Cre09.g390300,A0A2K3DDK2,
Cre16.g668700,C. reinhardtii v5.6,Cre16.g668700,A0A2K3CUE0,
Cre03.g180000,C. reinhardtii v5.6,Cre03.g180000,A0A2K3DXP4,
Cre10.g444000,C. reinhardtii v5.6,Cre10.g444000,A8II06,
Cre12.g498900,C. reinhardtii v5.6,RPS7,A8JGI9,
Cre06.g271000,C. reinhardtii v5.6,Cre06.g271000,A0A2K3DNC5,
Cre02.g083800,C. reinhardtii v5.6,RHM2,A0A2K3E0N9,
Cre09.g410450,C. reinhardtii v5.6,ROC15,B1B5J3,G2-like
Cre16.g689001,C. reinhardtii v5.6,Cre16.g689001,A0A2K3CU51,
Cre10.g426500,C. reinhardtii v5.6,Cre10.g426500,A0A2K3D9I3,
Cre17.g707200,C. reinhardtii v5.6,LIC2,A0A2K3CPE0,
Cre16.g683400,C. reinhardtii v5.6,Cre16.g683400,A8IS58,
Cre16.g672602,C. reinhardtii v5.6,Cre16.g672602,A0A2K3CVM2,
Cre04.g223225,C. reinhardtii v5.6,Cre04.g223225,A0A2K3DUD1,
Cre06.g278115,C. reinhardtii v5.6,Cre06.g278115,A0A2K3DNW0,
Cre16.g678200,C. reinhardtii v5.6,Cre16.g678200,A0A2K3CV91,
Cre07.g325712,C. reinhardtii v5.6,Cre07.g325712,A8JH29,
Cre03.g199900,C. reinhardtii v5.6,EIF4E,A8IXR5,
Cre02.g120100,C. reinhardtii v5.6,RBCS1,P00873,
Cre06.g293300,C. reinhardtii v5.6,Cre06.g293300,A0A2K3DQJ8,
Cre06.g288600,C. reinhardtii v5.6,Cre06.g288600,A0A2K3DQ44,
Cre10.g423550,C. reinhardtii v5.6,Cre10.g423550,A8ICF1,
Cre15.g634750,C. reinhardtii v5.6,Cre15.g634750,A0A2K3CWC7,
Cre06.g311700,C. reinhardtii v5.6,FAP349,A0A2K3DRV4,
Cre01.g044850,C. reinhardtii v5.6,Cre01.g044850,A0A2K3E7P3,
Cre07.g312300,C. reinhardtii v5.6,Cre07.g312300,A8I5W8,
Cre08.g380600,C. reinhardtii v5.6,Cre08.g380600,A0A2K3DI13,
Cre14.g630883,C. reinhardtii v5.6,Cre14.g630883,A0A2K3CYP5,
Cre12.g519100,C. reinhardtii v5.6,ACC1,A8J646,
Cre12.g552300,C. reinhardtii v5.6,CTL3,A0A2K3D619,
Cre08.g367100,C. reinhardtii v5.6,Cre08.g367100,A0A2K3DH09,
Cre09.g390763,C. reinhardtii v5.6,FAP354,A8J195,
Cre04.g221850,C. reinhardtii v5.6,Cre04.g221850,A8ISX0,
Cre11.g467593,C. reinhardtii v5.6,Cre11.g467593,A8JA62,
Cre01.g029700,C. reinhardtii v5.6,Cre01.g029700,A0A2K3E6N5,
Cre08.g383000,C. reinhardtii v5.6,Cre08.g383000,A0A2K3DI67,AP2
Cre10.g449200,C. reinhardtii v5.6,ANK5,A0A2K3DB25,
Cre02.g082750,C. reinhardtii v5.6,PSBX,,
Cre03.g195000,C. reinhardtii v5.6,Cre03.g195000,A8IWN2,
Cre13.g603550,C. reinhardtii v5.6,Cre13.g603550,A0A2K3D189,
Cre01.g031004,C. reinhardtii v5.6,Cre01.g031004,A0A2K3E6S4,
Cre16.g670250,C. reinhardtii v5.6,TOM6,A0A2K3CUA1,
Cre06.g262900,C. reinhardtii v5.6,PFK1,A8HX70,
Cre03.g154250,C. reinhardtii v5.6,MAPKKK6,A0A2K3DVW7,
Cre07.g324200,C. reinhardtii v5.6,BTA1,Q6DN05,
Cre10.g451900,C. reinhardtii v5.6,THS1,A8HZZ1,
Cre12.g551800,C. reinhardtii v5.6,Cre12.g551800,A0A2K3D649,
Cre01.g002500,C. reinhardtii v5.6,COP1,A0A2K3E4T1,
Cre14.g633750,C. reinhardtii v5.6,IPB2,A0A2K3CZ10,
Cre01.g016050,C. reinhardtii v5.6,PRP8,A0A2K3E5Q8,
Cre09.g390023,C. reinhardtii v5.6,CRR1,Q50H72,SBP
Cre03.g173350,C. reinhardtii v5.6,ANK22,A0A2K3DX75,
Cre17.g727700,C. reinhardtii v5.6,HEL65,A0A2K3CQR4,
Cre09.g405106,C. reinhardtii v5.6,Cre09.g405106,A0A2K3DCJ4,
Cre12.g512300,C. reinhardtii v5.6,Cre12.g512300,A0A2K3D2I6,
Cre13.g604000,C. reinhardtii v5.6,Cre13.g604000,A0A2K3D1A9,
Cre06.g278246,C. reinhardtii v5.6,Cre06.g278246,A0A2K3DPB9,
Cre12.g500950,C. reinhardtii v5.6,CLPP4,A8IJ60,
Cre09.g396650,C. reinhardtii v5.6,PAT2,A8IZZ9,
Cre12.g542250,C. reinhardtii v5.6,TUB1,,
Cre12.g498100,C. reinhardtii v5.6,EIF3E,A8JGK5,
Cre03.g202500,C. reinhardtii v5.6,Cre03.g202500,A0A2K3DZC3,
Cre13.g586916,C. reinhardtii v5.6,SRS6,A8HUN2,
Cre03.g183300,C. reinhardtii v5.6,Cre03.g183300,A0A2K3DXV4,
Cre16.g692250,C. reinhardtii v5.6,Cre16.g692250,A0A2K3CSK2,bZIP
Cre13.g583650,C. reinhardtii v5.6,Cre13.g583650,A0A2K3D0J9,
Cre06.g270350,C. reinhardtii v5.6,AMB2,A0A2K3DNA4,
Cre17.g738000,C. reinhardtii v5.6,AGG2,A0A2K3CRI8,
Cre02.g081300,C. reinhardtii v5.6,Cre02.g081300,A0A2K3E0I0,
Cre12.g522250,C. reinhardtii v5.6,Cre12.g522250,A0A2K3D463,
Cre11.g467556,C. reinhardtii v5.6,Cre11.g467556,A0A2K3D7A4,
Cre16.g651550,C. reinhardtii v5.6,MTT1,A8J9F6,
Cre12.g501200,C. reinhardtii v5.6,SKP1,A8IJ79,
Cre13.g606300,C. reinhardtii v5.6,Cre13.g606300,A0A2K3D1H2,
Cre14.g617400,C. reinhardtii v5.6,HSP22F,A0A2K3CXP8,
Cre13.g571500,C. reinhardtii v5.6,CST2,A8HSH7,
Cre02.g118700,C. reinhardtii v5.6,Cre02.g118700,A0A2K3E3G9,
Cre17.g741850,C. reinhardtii v5.6,HNR1,A8JE98,
Cre13.g590350,C. reinhardtii v5.6,Cre13.g590350,A8IW62,bZIP
Cre11.g480700,C. reinhardtii v5.6,Cre11.g480700,A0A2K3D8Q1,
Cre13.g580850,C. reinhardtii v5.6,PRPL22,A0A2K3D0D2,
Cre02.g084250,C. reinhardtii v5.6,Cre02.g084250,A0A2K3E0S8,
Cre12.g516650,C. reinhardtii v5.6,Cre12.g516650,A0A2K3D3S5,
Cre15.g641400,C. reinhardtii v5.6,Cre15.g641400,A0A2K3CWV3,
Cre03.g185700,C. reinhardtii v5.6,Cre03.g185700,A0A2K3DY14,
Cre01.g016300,C. reinhardtii v5.6,CAM3,A0A2K3E5V6,
Cre17.g696250,C. reinhardtii v5.6,Cre17.g696250,A0A2K3CNL9,
Cre07.g318750,C. reinhardtii v5.6,PURM,A8I6R4,
Cre03.g145267,C. reinhardtii v5.6,Cre03.g145267,A0A2K3DVB1,
Cre01.g039400,C. reinhardtii v5.6,Cre01.g039400,A0A2K3E7A4,
Cre03.g164000,C. reinhardtii v5.6,ANR1,A8IFN3,
Cre06.g294950,C. reinhardtii v5.6,ENR1,A0A2K3DQI2,
Cre09.g417200,C. reinhardtii v5.6,Cre09.g417200,A8J538,
Cre06.g310200,C. reinhardtii v5.6,Cre06.g310200,A8IMA8,
Cre10.g451950,C. reinhardtii v5.6,AAT1,A8HZZ4,
Cre03.g145167,C. reinhardtii v5.6,Cre03.g145167,A0A2K3DV88,
Cre08.g360564,C. reinhardtii v5.6,Cre08.g360564,A0A2K3DGI4,
Cre10.g441400,C. reinhardtii v5.6,NOP58,A0A2K3DAI9,
Cre12.g497950,C. reinhardtii v5.6,Cre12.g497950,A0A2K3D3H5,
Cre08.g376300,C. reinhardtii v5.6,Cre08.g376300,A8IZD5,
Cre02.g108350,C. reinhardtii v5.6,Cre02.g108350,A0A2K3E2T6,MYB
Cre08.g358600,C. reinhardtii v5.6,Cre08.g358600,A0A2K3DGD7,
Cre06.g269450,C. reinhardtii v5.6,EIF3G,A0A2K3DN75,
Cre07.g325741,C. reinhardtii v5.6,PTB2,Q8LP67,
Cre02.g093975,C. reinhardtii v5.6,Cre02.g093975,A0A2K3E1C6,
Cre03.g144627,C. reinhardtii v5.6,CGS1,A8J355,
Cre05.g241638,C. reinhardtii v5.6,Cre05.g241638,A0A2K3DSJ8,
Cre03.g196250,C. reinhardtii v5.6,CEP3,A0A2K3DYN1,
Cre06.g264000,C. reinhardtii v5.6,Cre06.g264000,A8HX13,
Cre01.g010750,C. reinhardtii v5.6,Cre01.g010750,A0A2K3E5E6,
Cre15.g635600,C. reinhardtii v5.6,FAP357,A0A2K3CWF7,
Cre07.g333000,C. reinhardtii v5.6,CEP4,A0A2K3DK05,
Cre09.g406600,C. reinhardtii v5.6,Cre09.g406600,A8J7S1,
Cre05.g242300,C. reinhardtii v5.6,EIF3D,A0A2K3DSI2,
Cre12.g543450,C. reinhardtii v5.6,RBX1,A8IY22,
Cre12.g541400,C. reinhardtii v5.6,Cre12.g541400,A0A2K3D6V9,
Cre09.g387023,C. reinhardtii v5.6,Cre09.g387023,A0A2K3DDU7,
Cre10.g436050,C. reinhardtii v5.6,FSD1,A8IGH1,
Cre13.g567950,C. reinhardtii v5.6,STA1,A0A2K3CZF3,
Cre08.g381050,C. reinhardtii v5.6,CEP8,A0A2K3DI22,
Cre12.g539900,C. reinhardtii v5.6,Cre12.g539900,A0A2K3D6Z2,
Cre12.g532600,C. reinhardtii v5.6,CGL44,A0A2K3D4Y4,
Cre03.g198851,C. reinhardtii v5.6,Cre03.g198851,A0A2K3DZH2,
Cre07.g318050,C. reinhardtii v5.6,Cre07.g318050,A0A2K3DIU5,bZIP
Cre12.g500500,C. reinhardtii v5.6,SMT1,A0A2K3D3B1,
Cre01.g054150,C. reinhardtii v5.6,NTRC1,A0A2K3E888,
Cre04.g226700,C. reinhardtii v5.6,Cre04.g226700,A0A2K3DUP1,
Cre03.g161800,C. reinhardtii v5.6,Cre03.g161800,A0A2K3DWG3,
Cre10.g439700,C. reinhardtii v5.6,CGL28,A8IIL8,
Cre12.g521000,C. reinhardtii v5.6,Cre12.g521000,A8J5X5,
Cre07.g332300,C. reinhardtii v5.6,GWD2,A0A2K3DJX6,
Cre07.g345800,C. reinhardtii v5.6,Cre07.g345800,A8ITW6,
Cre09.g401293,C. reinhardtii v5.6,SULTR3,A0A2K3DF23,
Cre17.g725550,C. reinhardtii v5.6,GLD1,A0A2K3CQK6,
Cre03.g146527,C. reinhardtii v5.6,GSD1,A0A2K3DVH9,
Cre09.g395950,C. reinhardtii v5.6,AOX1,O65000,
Cre08.g380250,C. reinhardtii v5.6,CP12,A0A2K3DI03,
Cre16.g660225,C. reinhardtii v5.6,Cre16.g660225,A0A2K3CTG6,
Cre10.g444700,C. reinhardtii v5.6,SBE3,A0A2K3DAR1,
Cre13.g569000,C. reinhardtii v5.6,Cre13.g569000,A0A2K3CZM6,
Cre01.g054050,C. reinhardtii v5.6,Cre01.g054050,A0A2K3E891,
Cre08.g380950,C. reinhardtii v5.6,Cre08.g380950,A8IZ57,
Cre09.g400950,C. reinhardtii v5.6,NCT2,A0A2K3DCT4,
Cre17.g710300,C. reinhardtii v5.6,PHC31,A0A2K3CPL3,
Cre02.g111300,C. reinhardtii v5.6,Cre02.g111300,A8I392,
Cre13.g583600,C. reinhardtii v5.6,DGD1,A8HU66,
Cre06.g278245,C. reinhardtii v5.6,Cre06.g278245,A0A2K3DPA0,
Cre12.g557850,C. reinhardtii v5.6,Cre12.g557850,A0A2K3D5P1,
Cre11.g468300,C. reinhardtii v5.6,SAR1,A8JC30,
Cre12.g501600,C. reinhardtii v5.6,Cre12.g501600,A0A2K3D369,bZIP
Cre09.g411900,C. reinhardtii v5.6,SHMT3,A8J4R9,
Cre10.g458900,C. reinhardtii v5.6,SRR33,A0A2K3DBQ8,
Cre07.g326150,C. reinhardtii v5.6,Cre07.g326150,A0A2K3DJI4,
Cre06.g304300,C. reinhardtii v5.6,POA6,A0A2K3DR83,
Cre07.g325723,C. reinhardtii v5.6,ADK1,A8JH21,
Cre03.g144364,C. reinhardtii v5.6,Cre03.g144364,A0A2K3DV47,
Cre12.g529950,C. reinhardtii v5.6,EIF4G1,A0A2K3D4R1,
Cre09.g391801,C. reinhardtii v5.6,VSP4,A0A2K3DE90,
Cre15.g634650,C. reinhardtii v5.6,Cre15.g634650,A0A2K3CWB8,
Cre04.g214321,C. reinhardtii v5.6,Cre04.g214321,A0A2K3DT97,
Cre17.g723250,C. reinhardtii v5.6,CPE1,A0A2K3CQG3,
Cre10.g441200,C. reinhardtii v5.6,LAL3,A0A2K3DAI3,
Cre12.g550702,C. reinhardtii v5.6,TEF13,A8JHG4,
Cre12.g510050,C. reinhardtii v5.6,CTH1,A0A2K3D2M2,
Cre09.g401960,C. reinhardtii v5.6,Cre09.g401960,A0A2K3DF43,
Cre17.g730750,C. reinhardtii v5.6,Cre17.g730750,A0A2K3CR06,
Cre07.g339750,C. reinhardtii v5.6,HEM2,A0A2K3DKI3,
Cre12.g515500,C. reinhardtii v5.6,Cre12.g515500,A0A2K3D3Q9,
Cre13.g580000,C. reinhardtii v5.6,Cre13.g580000,A0A2K3D0F2,
Cre09.g397250,C. reinhardtii v5.6,FAD5A,A0A2K3DD32,
Cre03.g191050,C. reinhardtii v5.6,RAN1,A8IRX5,
Cre01.g013500,C. reinhardtii v5.6,Cre01.g013500,A8HPF1,
Cre14.g609926,C. reinhardtii v5.6,Cre14.g609926,A0A2K3CX53,
Cre17.g722150,C. reinhardtii v5.6,PKS3,A0A2K3CQF4,
Cre17.g743547,C. reinhardtii v5.6,Cre17.g743547,A0A2K3CRX0,
Cre13.g562550,C. reinhardtii v5.6,ARH1,A0A2K3CZ17,
Cre13.g573250,C. reinhardtii v5.6,Cre13.g573250,A8HSU1,
Cre13.g565650,C. reinhardtii v5.6,Cre13.g565650,A8HRQ4,
Cre17.g697406,C. reinhardtii v5.6,Cre17.g697406,A0A2K3CNN6,
Cre13.g569350,C. reinhardtii v5.6,SNE16,A0A2K3CZN9,
Cre07.g312900,C. reinhardtii v5.6,Cre07.g312900,A0A2K3DIG8,
Cre12.g535400,C. reinhardtii v5.6,Cre12.g535400,A0A2K3D537,
Cre06.g278185,C. reinhardtii v5.6,UGD2,A8J914,
Cre03.g154550,C. reinhardtii v5.6,PCR1,A8J7M2,
Cre12.g492600,C. reinhardtii v5.6,FAP346,A8JDR9,
Cre06.g310750,C. reinhardtii v5.6,COPG1,A0A2K3DRN1,
Cre06.g278163,C. reinhardtii v5.6,ARG9,A8J933,
Cre06.g308850,C. reinhardtii v5.6,EIF3X,A0A2K3DRI2,
Cre05.g234661,C. reinhardtii v5.6,Cre05.g234661,A0A2K3DSN9,
Cre01.g030500,C. reinhardtii v5.6,CYG58,A0A2K3E6N8,
Cre07.g346950,C. reinhardtii v5.6,Cre07.g346950,A0A2K3DL28,
Cre07.g335850,C. reinhardtii v5.6,Cre07.g335850,A0A2K3DK83,
Cre09.g407501,C. reinhardtii v5.6,Cre09.g407501,A0A2K3DFE3,
Cre14.g611300,C. reinhardtii v5.6,COP3,A0A2K3CXC9,
Cre12.g504200,C. reinhardtii v5.6,RPS23,A8IJQ4,
Cre04.g221400,C. reinhardtii v5.6,Cre04.g221400,A8ISV8,
Cre03.g160300,C. reinhardtii v5.6,RAMP4,A0A2K3DWD0,
Cre12.g531283,C. reinhardtii v5.6,Cre12.g531283,A0A2K3D4V0,
Cre13.g592200,C. reinhardtii v5.6,GSN1,A0A2K3D151,
Cre12.g536950,C. reinhardtii v5.6,Cre12.g536950,A0A2K3D578,
Cre17.g696750,C. reinhardtii v5.6,Cre17.g696750,A0A2K3CNN9,G2-like
Cre14.g633550,C. reinhardtii v5.6,Cre14.g633550,A8IUL9,
Cre15.g634827,C. reinhardtii v5.6,Cre15.g634827,A0A2K3CWC3,
Cre02.g107200,C. reinhardtii v5.6,Cre02.g107200,A0A2K3E2S0,
Cre16.g690500,C. reinhardtii v5.6,NHP2,A8JB67,
Cre06.g278200,C. reinhardtii v5.6,ROC66,B1B5J6,
Cre09.g395750,C. reinhardtii v5.6,Cre09.g395750,A0A2K3DD75,
Cre11.g481650,C. reinhardtii v5.6,Cre11.g481650,A0A2K3D8R4,
Cre16.g687700,C. reinhardtii v5.6,Cre16.g687700,A0A2K3CUL4,
Cre03.g213089,C. reinhardtii v5.6,Cre03.g213089,A0A2K3DZX5,
Cre17.g700650,C. reinhardtii v5.6,Cre17.g700650,A0A2K3CNW4,
Cre10.g420950,C. reinhardtii v5.6,Cre10.g420950,A0A2K3D964,
Cre06.g302800,C. reinhardtii v5.6,Cre06.g302800,A8INH4,
Cre12.g528950,C. reinhardtii v5.6,PUF1,A0A2K3D4N6,
Cre02.g093950,C. reinhardtii v5.6,Cre02.g093950,A0A2K3E1F3,
Cre03.g143947,C. reinhardtii v5.6,Cre03.g143947,A8J384,
Cre01.g015500,C. reinhardtii v5.6,CGL91,A8HPJ5,
Cre01.g053450,C. reinhardtii v5.6,CYA1,A0A2K3E877,
Cre12.g537100,C. reinhardtii v5.6,TSV2,A0A2K3D577,
Cre07.g313250,C. reinhardtii v5.6,Cre07.g313250,A0A2K3DIH7,
Cre03.g177200,C. reinhardtii v5.6,CRB3,A0A2K3DXG9,
Cre06.g275050,C. reinhardtii v5.6,GGH2,A8HVE0,
Cre06.g278098,C. reinhardtii v5.6,Cre06.g278098,A0A2K3DNT9,
Cre05.g248400,C. reinhardtii v5.6,CAH4,P93108,
Cre04.g231124,C. reinhardtii v5.6,Cre04.g231124,A8JIB8,C3H
Cre10.g418650,C. reinhardtii v5.6,Cre10.g418650,A8ID32,
Cre02.g117000,C. reinhardtii v5.6,CYG21,A0A2K3E3D4,
Cre17.g710800,C. reinhardtii v5.6,NFU3,A0A2K3CPL6,
Cre14.g619350,C. reinhardtii v5.6,Cre14.g619350,A0A2K3CXV0,
Cre10.g434950,C. reinhardtii v5.6,Cre10.g434950,A8IAS2,
Cre01.g050316,C. reinhardtii v5.6,Cre01.g050316,A0A2K3E7Z9,
Cre14.g619550,C. reinhardtii v5.6,POA7,A8HP17,
Cre16.g685050,C. reinhardtii v5.6,LCI15,A8IS98,
Cre12.g527200,C. reinhardtii v5.6,Cre12.g527200,A0A2K3D4K1,
Cre08.g364151,C. reinhardtii v5.6,Cre08.g364151,A0A2K3DGQ0,
Cre10.g431400,C. reinhardtii v5.6,TRZ1,A8IBA2,
Cre02.g098450,C. reinhardtii v5.6,EIF2G,A8I232,
Cre06.g307500,C. reinhardtii v5.6,LCIC,Q75NZ1,
Cre16.g675150,C. reinhardtii v5.6,Cre16.g675150,A0A2K3CVF9,
Cre08.g385050,C. reinhardtii v5.6,Cre08.g385050,A0A2K3DIC1,
Cre15.g643600,C. reinhardtii v5.6,SUFB,A0A2K3CWZ1,
Cre12.g533700,C. reinhardtii v5.6,Cre12.g533700,A0A2K3D504,
Cre17.g713350,C. reinhardtii v5.6,OMT1,A8JDE3,
Cre02.g077350,C. reinhardtii v5.6,HDH1,A0A2K3E0A8,
Cre17.g724200,C. reinhardtii v5.6,LAL1,A0A2K3CQH8,
Cre07.g346500,C. reinhardtii v5.6,Cre07.g346500,A0A2K3DKX9,
Cre06.g292550,C. reinhardtii v5.6,FAP15,Q9XGU3,
Cre07.g336800,C. reinhardtii v5.6,Cre07.g336800,A0A2K3DK81,
Cre12.g510450,C. reinhardtii v5.6,RPS28,A0A2K3D2K9,
Cre04.g229700,C. reinhardtii v5.6,UGP1,A8ITF3,
Cre10.g435350,C. reinhardtii v5.6,ESU1,A0A2K3DA56,
Cre06.g264400,C. reinhardtii v5.6,Cre06.g264400,A0A2K3DMY9,MYB_related
Cre03.g199535,C. reinhardtii v5.6,Cre03.g199535,A0A2K3DZI3,
Cre08.g370850,C. reinhardtii v5.6,UBC18,A0A2K3DH96,
Cre12.g546500,C. reinhardtii v5.6,TEF22,A0A2K3D6I2,
Cre02.g142226,C. reinhardtii v5.6,Cre02.g142226,A0A2K3E4D8,
Cre09.g399550,C. reinhardtii v5.6,Cre09.g399550,A0A2K3DCY0,
Cre06.g273300,C. reinhardtii v5.6,TST1,A0A2K3DNH7,
Cre02.g097100,C. reinhardtii v5.6,Cre02.g097100,A0A2K3E219,
Cre17.g701500,C. reinhardtii v5.6,DNJ1,A0A2K3CNY6,
Cre11.g467536,C. reinhardtii v5.6,Cre11.g467536,A0A2K3D784,
Cre06.g299800,C. reinhardtii v5.6,LCL1,A0A2K3DQU5,
Cre03.g172500,C. reinhardtii v5.6,PTOX2,A8IEF7,
Cre06.g278152,C. reinhardtii v5.6,Cre06.g278152,A0A2K3DP11,
